item_id,reviews_rating_levels.one_star,reviews_rating_levels.five_star,reviews_rating_levels.three_star,reviews_paging.total,reviews_rating_average,reviews_rating_levels.four_star,reviews_rating_levels.two_star
MLA877380657,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA899974966,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA862600794,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA896908275,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA900730329,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA876815311,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA865606925,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA902168595,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA868133474,0.0,4.0,0.0,4.0,5.0,0.0,0.0
MLA896864876,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA903181331,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA865569740,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA831825009,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA903404556,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA896870097,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA897147605,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA878263917,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA883008851,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA885542068,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA843370924,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA832710886,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA865003694,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA653282516,0.0,5.0,0.0,5.0,5.0,0.0,0.0
MLA874749314,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA903092997,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA864345958,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA886466077,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA883827185,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA873752733,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA869569614,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA874544391,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA862047981,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA847744939,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA847743217,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA867186771,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA875196164,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA877817593,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA874198875,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA902755851,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA869314461,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA869735308,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA903179553,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA756459695,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA869570604,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA870632222,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA678667577,0.0,5.0,0.0,6.0,4.8,1.0,0.0
MLA903179544,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA879066374,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA829595674,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA877579515,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA874545708,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA896869106,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA870218888,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA897584191,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA875191656,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA868697155,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA877381906,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA875632525,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA874451923,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA874446527,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA865520593,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA874201428,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA695701966,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA885976724,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA881489801,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA876213468,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA866198928,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA876288669,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA758832906,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA904508525,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA875692228,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA862544622,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA883010790,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA903925339,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA878881367,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA897277675,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA902366208,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA736663866,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA904024220,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA874727735,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA896403893,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA824781501,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA853482641,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA903194453,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA898646491,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA899708014,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA865969470,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA753063752,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA901884707,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA881436663,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA860731947,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA901074540,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA760732474,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA899706353,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA777209642,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA758824649,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA885432260,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA886695519,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA843187260,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA904220200,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA904220021,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA750477717,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA877005086,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA885311175,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA884822621,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA902368613,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA865527152,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA877479990,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA868716710,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA884328965,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA885977652,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA901493149,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA896987657,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA868691999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA874750542,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA903924284,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA903839702,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA881249003,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA885188434,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA900224107,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA903626257,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA898092846,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA901664731,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA904027254,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA901456707,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA903520516,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA739905658,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA904482026,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA904482077,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA903519722,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA904027275,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA884070503,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA865542436,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA903997549,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA898644357,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA853963889,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA883014739,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA899188537,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA869274927,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA899188767,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA886138630,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA903339842,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA869735177,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA901105914,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA885220446,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA901783107,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA863814925,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA899728550,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA871859024,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA863019200,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA874451924,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA874453214,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA902748177,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA900048065,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA859254936,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA897512865,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA898324902,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA866359667,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA886419820,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA885221305,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA876215071,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA874444752,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA902174493,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA868716375,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA904194134,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA903910913,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA903603208,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA902700328,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA901131516,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA877584934,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA871042084,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA900122216,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA885221297,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA902823163,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA866525271,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA884853377,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA868604370,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA902080735,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA901670940,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA846274195,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA903784259,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA883264449,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA901230510,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA899841183,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA903956324,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA899044506,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA860006729,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA902748729,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA903051991,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA902357173,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA903667332,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA903049819,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA903821524,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA904111496,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA903935988,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA903949690,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA900018002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA897667042,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA903818639,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA853959449,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA899158895,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA903083583,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA903889597,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA901458144,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA841034611,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA884480029,0.0,0.0,0.0,0.0,0.0,0.0,0.0
